author_id;author_name;gender;img_url;about;country_name;country_region;country_id
432;Eric Schlosser;female;https://images.gr-assets.com/authors/1555973288p7/9830801.jpg;Amber J. Keyser writes iction and non-iction or young adults. Trained as an evolutionary biologist she cares deeply about the intersection o art and science and the way these disciplines unlock how the world works. She believes in the power o sharing our stories.;United States;North America;11
433;Lisa See;female;https://images.gr-assets.com/authors/1368205051p7/6561847.jpg;;Italy;Europe;10
434;Pat Kinzer Mancuso;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;India;Asia;3
435;Abbot Solomon;female;https://s.gr-assets.com/assets/nophoto/user/f_333x500-c8899232290ea51bb160dea14c29470b.png;Harlyn Aizley is the author o the memoir Buying Dad and editor o the anthology Conessions o the Other Mother. Her writing has appeared in literary journals and magazines including 96 Inc. Berkeley Fiction Review and Boston Magazine. A native o New Jersey she lives in the Boston area with her amily.;Italy;Europe;10
436;Tom Gallagher;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Canada;North America;12
437;John Grisham;female;https://s.gr-assets.com/assets/nophoto/user/f_333x500-c8899232290ea51bb160dea14c29470b.png;Michelle Dresbold has been called the Sherlock Holmes o handwriting. For the past 10 years she has been helping law enorcement agencies around the country put away the ;Brazil;South America;4
438;Robert A. Caro;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;France;Europe;8
439;Annie Cheney;male;https://images.gr-assets.com/authors/1393101213p7/6547897.jpg;Georges St-Pierre oten reerred to as GSP is a Canadian mixed martial artist and the current Welterweight Champion o the UFC.;Japan;Asia;5
440;Frances Stonor Saunders;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Australia;Oceania;9
441;Stephen W. Frey;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Australia;Oceania;9
442;Robert Freedman;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Brazil;South America;4
443;Pamela Peeke;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Brazil;South America;4
444;Bill Phillips;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Australia;Oceania;9
445;Ray C. Stedman;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Brazil;South America;4
446;Gregory Joujon-Roche;male;https://images.gr-assets.com/authors/1556115094p7/3337586.jpg;Je Klima is the coounder o Orange County Crime Scene Cleanup. ;Brazil;South America;4
447;Andrew Beaujon;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Japan;Asia;5
448;Robert G. Hagstrom;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;United States;North America;11
449;Mary Buffett;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;France;Europe;8
450;James Altucher;female;https://images.gr-assets.com/authors/1240425043p7/67996.jpg;Bio available at a target=;Spain;Europe;7
451;Janet Lowe;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;India;Asia;3
452;Lawrence A. Cunningham;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Germany;Europe;2
453;Warren Boroson;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Australia;Oceania;9
454;Robert P. Miles;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Brazil;South America;4
455;James O'Loughlin;male;https://images.gr-assets.com/authors/1422023154p7/677146.jpg;Franz Julius Delitzsch was a German Lutheran theologian and Hebraist. Born in Leipzig he held the proessorship o theology at the University o Rostock rom 1846 to 1850 at the University o Erlangen until 1867 and ater that at the University o Leipzig until his death. Delitzsch wrote many commentaries on books o the Bible Jewish antiquities Biblical psychology a history o Jewish poetry and Christian apologetics.He deended the Jewish community against anti-Judaic attacks and translated the New Testament into Hebrew. In 1880 he established the Institutum Judaicum in Leipzig or the training o missionary workers among Jews.Today Delitzsch is best known or his translation o the New Testament into Hebrew (1877). Delitzsch's translation is still considered the standard New Testament edition in Hebrew and in its 10th Edition it was revised by a young Arnold Ehrlich at Delitzsch's insistence. This edition was to be utilized or proselytization among Jews. Later it was revised by Gusta Dalman. It is remarkable that these editions were composed beore the modern revival o the Hebrew language but the translations still remain resh and alive or readers today.John Duncan (a theologian and messianic leader;Spain;Europe;7
456;Jay Steele;male;https://images.gr-assets.com/authors/1425516241p7/82623.jpg;Son o =;United States;North America;11
457;Mark Tier;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Brazil;South America;4
458;Andrew Kilpatrick;male;https://s.gr-assets.com/assets/nophoto/user/m_333x500-a9c67bed07ee7e10983a5d5ccc572516.png;Pseudonym or =;Canada;North America;12
459;Ayano Morio;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;South Africa;Africa;1
460;Randy Cepuch;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Germany;Europe;2
461;John Rolfe;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Brazil;South America;4
462;Wallace Edwards;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;India;Asia;3
463;Marvin N. Olasky;unknown;https://images.gr-assets.com/authors/1442900022p7/7232048.jpg;;Spain;Europe;7
464;Christopher Wormell;unknown;https://images.gr-assets.com/authors/1527709050p7/121120.jpg;;France;Europe;8
465;John R. Erickson;male;https://images.gr-assets.com/authors/1273360353p7/193771.jpg;John Dee was a noted mathematician astronomer astrologer occultist navigator imperialist and consultant to Queen Elizabeth I. He devoted much o his lie to the study o alchemy divination and Hermetic philosophy.Dee straddled the worlds o science and magic just as they were becoming distinguishable. One o the most learned men o his age he had been invited to lecture on advanced algebra at the University o PAris while still ins his early twenties. Dee was an ardent promoter o mathematics and a respected astronomer as well as a leading expert in navigation having trained many o those who would conduct England's voyages o discovery. In one o several tracts which Dee wrote in the 1580s encouraging British exploratory expeditions in search o the Northwest Passage he appears to have coined the term ;United States;North America;11
466;Barbara Park;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Germany;Europe;2
467;Michael   Lewis;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;India;Asia;3
468;Frank McConnell;male;https://images.gr-assets.com/authors/1379182031p7/43353.jpg;Marvin Meyer is a scholar o religion and a tenured proessor at Chapman University in Orange Caliornia.He is the Griset Proessor o Bible and Christian Studies at Chapman University and Director o the Albert Schweitzer Institute. He is also Director o the Coptic Magical Texts Project o the Institute or Antiquity and Christianity. Dr. Meyer is the author o numerous books and articles on Greco-Roman and Christian religions in antiquity and late antiquity and on Albert Schweitzer's ethic o reverence or lie. He has been interviewed on television programs that have aired on ABC BBC CNN PBS A&amp;Canada;North America;12
469;Ruth Glick;unknown;https://images.gr-assets.com/authors/1378282184p7/308834.jpg;;United Kingdom;Europe;6
470;Vittorio Pellegrino;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Australia;Oceania;9
471;Valentina Harris;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Italy;Europe;10
472;Sophie Braimbridge;unknown;https://images.gr-assets.com/authors/1361056443p7/6462445.jpg;Raised in West Chester PA by a irst generation Italian-American ather who adopted baseball as a symbol o his love o America Joe Peta quickly learned the joy o ollowing the sport --- and the pain o being a 1970s-era Phillies an. Undaunted by the time he was a teenager Joe elt certain that his heroes Mike Schmidt Larry Bowa Steve Carlton et al would one day be his co-workers.While his ather instilled a love o baseball in him sadly Joe inherited his mother's throwing arm so by the time he was in college at Virginia Tech he turned his career ambitions toward the glamorous and ast-paced lie o a Certiied Public Accountant. His new heroes were men like Bill James and Warren Buett and Joe parlayed his love o numbers into an MBA rom Stanord University. Even in business school sports were never ar rom his mind. At Stanord Joe penned columns in The Stanord Daily and The Reporter that earned him a ollowing in spite o constant reerences to Melrose Place and his turning down the opportunity to interview campus goler Tiger Woods to ruitlessly pursue an interview with Olympic Gold Medal winning swimmer Summer Sanders.In 2011 while recovering rom a massive leg injury which curtailed his trading career on Wall Street Joe began writing Trading Bases A Story About Wall Street Gambling and Baseball. The book will be published on March 7 2013 by Dutton Books a division o the Penguin Group (USA).Joe lives in San Francisco with his wie and two daughters and while none o them really like baseball the youngest one does enjoy saying ;South Africa;Africa;1
473;Laplace Viana;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Canada;North America;12
474;Silvia Bianco;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;South Africa;Africa;1
475;Ursula Ferrigno;male;https://s.gr-assets.com/assets/nophoto/user/m_333x500-a9c67bed07ee7e10983a5d5ccc572516.png;;United States;North America;11
476;Pino Luongo;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Spain;Europe;7
477;Carol Cappelline Schulte;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;John Bemelmans Marciano carries on the legacy begun by his grandather Ludwig Bemelmans author and illustrator o the Madeline books with stunning watercolor artwork and playul energetic storytelling.;United Kingdom;Europe;6
478;Giada De Laurentiis;male;https://images.gr-assets.com/authors/1394361173p7/522697.jpg;;India;Asia;3
479;Giada Francia;unknown;https://images.gr-assets.com/authors/1416414342p7/2856498.jpg;Anthony Metivier is a Canadian author and Memory trainer. His approach to mnemonics known as the Magnetic Memory Method has introduced several new innovations to the art o memory. Inluenced by memory skills innovators like Harry Lorayne and Tony Buzan Metivier is a promoter o mental literacy.Born in Maple Ridge British Columbia Metivier grew up in Kamloops. He completed irst a BA and MA in English Literature beore completing an MA in Media and Communications at the European Graduate School. Later he completed a PhD and became the irst person to hold a Doctorate in Humanities rom York University.From 2009-2011 Metivier taught Film Studies in the Art History Department o the University o Saarland partly under the auspices o a Mercator research grant or the project Elective Ainities: Studien zu ilmischen Adaptionen von Romanen und Erzhlungen mit Kunstbezug.;United States;North America;11
480;Tyler Florence;male;https://images.gr-assets.com/authors/1559129867p7/425122.jpg;;Germany;Europe;2
481;Steven D. Levitt;male;https://images.gr-assets.com/authors/1381471475p7/387724.jpg;"* Pen names:	=";India;Asia;3
482;Brock LaBorde;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;South Africa;Africa;1
483;Dave Fulmer;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;United States;North America;11
484;Bruce Van Sant;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Brazil;South America;4
485;Clinton T. Greenleaf III;male;https://images.gr-assets.com/authors/1410384663p7/7921971.jpg;;Italy;Europe;10
486;Oscar Lenius;male;https://s.gr-assets.com/assets/nophoto/user/m_333x500-a9c67bed07ee7e10983a5d5ccc572516.png;;India;Asia;3
487;Doug Feldmann;female;https://images.gr-assets.com/authors/1499452173p7/14537139.jpg;Laura M. Hughes was born and raised beneath the grey pigeon-illed skies o northern England. She currently works as a reelance prooreader and has also been known to write or publications such as Fantasy-Faction and Tor.com. These days you're most likely to ind her playing D&amp;United States;North America;11
488;Yann Martel;male;https://images.gr-assets.com/authors/1569701153p7/6990425.jpg;Brian O'Sullivan was born in county Cork Ireland. On completing a degree at University College Cork he went on to travel extensively. He is now based in New Zealand with his amily but returns to Ireland on a regular basis. Brian writes iction that incorporates strong elements o Irish culture language history and mythology. These include literary short stories (The Irish Muse collection) mystery thrillers (The Beara Trilogy) and a contemporary version o the Fionn mac Cumhaill/ Fenian legends (The Fionn mac Cumhaill Series). Brian also edits and writes non-iction through the 'Celtic Mythology Collection' series published by Irish Imbas Books Although he writes predominantly or an Irish audience Brian's unique style and humour has meant that his books have become irm avorites o readers all around the world. The third book in the the Liath Luachra Series (The Seeking) is due or release by mid 2020. The irst book in the series has recently been adapted or the screen as a potential television series. Brian is also hoping to complete and publish the 4th book in the Fionn mac Cumhaill Series in 2020.;United States;North America;11
489;Jack P. Friedman;male;https://images.gr-assets.com/authors/1442602189p7/5136472.jpg;;Spain;Europe;7
490;Carlos Ruiz Zafón;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Germany;Europe;2
491;Robert Templer;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;South Africa;Africa;1
492;Anne Hébert;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Australia;Oceania;9
493;Rita Gallagher;unknown;https://images.gr-assets.com/authors/1326155439p7/29136.jpg;Born in 1966 in Nubri Nepal TSOKNYI RINPOCHE is one o the most renowned teachers o Tibetan Buddhism trained outside o Tibet. Deeply versed in both the practical and philosophical disciplines o Tibetan Buddhism he is beloved by students around the world or his accessible style his generous and sel-deprecating humor and his deeply personal compassionate insight into human nature. The married ather o two daughters Rinpoche nevertheless manages to balance amily lie with a demanding schedule o teaching around the world and overseeing two nunneries in Nepal one o the largest nunneries in Tibet and more than 50 practice centers and hermitages in the eastern region o Tibet.;Japan;Asia;5
494;Marlo Schalesky;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;United States;North America;11
495;James Frey;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Spain;Europe;7
496;Python Bonkers;male;https://images.gr-assets.com/authors/1355263114p7/482595.jpg;Father Henri Boulad (Arabic: =;Brazil;South America;4
497;James Pinocchio;female;https://images.gr-assets.com/authors/1484839614p7/7268819.jpg;K.L. Montgomery grew up in Greencastle Indiana. She studied psychology and library science at Indiana University. Ater a career as a librarian she now writes novels and wrangles three sons and three cats at her home in rural Delaware which she shares with her partner Mike and the aorementioned creatures. She has an undying love o Broadway musicals the beach the color teal IU basketball paisleys and dark chocolate.You can ollow her on Facebook at a target=;Germany;Europe;2
498;Michele McKnight Baker;male;https://images.gr-assets.com/authors/1208268735p7/1362028.jpg;Librarian Note: There is more than one author in the GoodReads database with this name.James Vernon Taylor is an American singer-songwriter and guitarist born in Boston Massachusetts and raised in Chapel Hill North Carolina.Taylor's career began in the mid-1960s but he ound his audience in the early 1970s singing sensitive and gentle acoustic songs. He was part o a wave o singer-songwriters o the time that also included Joni Mitchell Tom Rush Cat Stevens Carole King John Denver Jim Croce Don McLean and Jackson Browne as well as Carly Simon whom Taylor later married.His 1976 album Greatest Hits was certiied diamond and has sold more than 11 million copies. He has retained a large audience well into the 1990s and early 2000s when some o his best-selling and most-awarded albums were released.;India;Asia;3
499;John McPherson;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;France;Europe;8
500;James M. Kouzes;male;https://s.gr-assets.com/assets/nophoto/user/m_333x500-a9c67bed07ee7e10983a5d5ccc572516.png;Librarian Note:There is more than one author in the Goodreads database with this name.This proile may contain books rom multiple authors o this name.;France;Europe;8
501;The Arbinger Institute;male;https://images.gr-assets.com/authors/1457902788p7/14929697.jpg;;Australia;Oceania;9
502;Daniel Goleman;male;https://s.gr-assets.com/assets/nophoto/user/m_333x500-a9c67bed07ee7e10983a5d5ccc572516.png;;Spain;Europe;7
503;Max DePree;female;https://images.gr-assets.com/authors/1541607399p7/17044921.jpg;Mary Abbajay is an acclaimed and sought ater author public speaker organizational consultant acilitator trainer and author. She is the author o Managing Up: How to Move Up Win at Work and Succeed with Any Type o Boss published by Wiley Press. Mary is also president and ounder o Careerstone Group LLC a woman-owned proessional development consultancy that delivers leading-edge talent and organizational development solutions.;Italy;Europe;10
504;Donald T. Phillips;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;South Africa;Africa;1
505;Ram Charan;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Brazil;South America;4
506;Gary Yukl;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;France;Europe;8
507;David Grimes;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Germany;Europe;2
508;Wayne Barrett;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;United States;North America;11
509;Mauro Giuliani;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;South Africa;Africa;1
510;Andrew Kirtzman;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;France;Europe;8
511;Robert Polner;male;https://images.gr-assets.com/authors/1540951776p7/5263089.jpg;Keith was born in a hospital somewhere in Australia when he was very little. He owns every David Gemmell book ever written (and two versions o some books) including the graphic novels. To maintain some semblance o sanity Keith likes writing ast-paced stories ranging rom Fantasy and sci-i to modern military thrillers. He now lives somewhere else in Australia.;United States;North America;11
512;Rudolph W. Giuliani;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;India;Asia;3
513;Liza N. Burby;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;France;Europe;8
514;George A. Giuliani;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Canada;North America;12
515;Wil Mara;female;https://images.gr-assets.com/authors/1381458195p7/717703.jpg;Susan Duncan enjoyed a 25-year career spanning radio newspaper and magazine journalism including editing two o Australia's top selling women's magazines The Australian Women's Weekly and New Idea. She now lives in her own patch o oshore paradise Pittwater with her second husband Bob in the beautiul home built or poet Dorothea Mackellar in 1925.Susan's bestselling memoir Salvation Creek won the 2007 Nielsen BookData Booksellers Choice Award and was shortlisted or the prestigious Dobbie Award part o the Nita B Kibble awards or women writers. Its sequel The House At Salvation Creek was also a huge bestseller.She has now turned her hand to iction and is the author o two novels: The Briny Cae and Gone Fishing.;Spain;Europe;7
516;John Gray;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;The Rev. Father James Groenings S.J. was a Jesuit priest and author o the nineteenth and twentieth centuries.;Spain;Europe;7
517;Walter R. Brooks;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Italy;Europe;10
518;Ralph L. Block;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Australia;Oceania;9
519;Dominic Whiting;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Spain;Europe;7
520;Peter Madlem;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Australia;Oceania;9
521;Bonnie Biafore;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Italy;Europe;10
522;Richard Imperiale;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Spain;Europe;7
523;Ron Louis;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Germany;Europe;2
524;Ron  Louis;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;India;Asia;3
525;Louis L'Amour;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Germany;Europe;2
526;David Copeland;unknown;https://images.gr-assets.com/authors/1420979881p7/46897.jpg;;Brazil;South America;4
527;Michael Louis Minns;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Australia;Oceania;9
528;Jean M. Auel;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Spain;Europe;7
529;Jeff Pearlman;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;France;Europe;8
530;Doug Walsh;female;https://s.gr-assets.com/assets/nophoto/user/f_333x500-c8899232290ea51bb160dea14c29470b.png;;United States;North America;11
531;Robert Greene;;;;India;Asia;3
532;Steven Pressfield;male;https://images.gr-assets.com/authors/1286041995p7/440587.jpg;Herman Bang wrote his very irst book back in 1880 it was called ;South Africa;Africa;1
533;Margaret Weis;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Japan;Asia;5
534;Holly Lisle;female;https://images.gr-assets.com/authors/1310810564p7/4601869.jpg;Books by Anja Kauranen have been published with the name =;Brazil;South America;4
535;Brent Walth;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Germany;Europe;2
536;Martin  Bell;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;United States;North America;11
537;Thomas Harlan;male;https://images.gr-assets.com/authors/1341182896p7/6431148.jpg;Bill Hatcher led wilderness courses or the National Outdoor Leadership School in Mexico Kenya Tanzania and the western U.S. ollowing two years as a Peace Corps Volunteer in Tanzania. Along the way he lew bush planes in Kenya Alaska and Utah.His irst book The Marble Room: How I Lost God and Found Mysel in Arica was published by Lantern Books in 2012. It is available in paperback and ebook.Bill Hatcher is on the aculty o Trinidad State Junior College and also writes or Colorado Central Magazine. He is writing his next book and can be contacted through his website at a target=;United Kingdom;Europe;6
538;Stephen J. Rosen;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Australia;Oceania;9
539;David J. Danelo;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;United Kingdom;Europe;6
540;Plato;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;United States;North America;11
541;Seth Benardete;male;https://images.gr-assets.com/authors/1363371044p7/5083620.jpg;Matthew Leeth was born in Alabama. He has always enjoyed writing stories and poetry. Matthew is always writing and coming up with new ideas and new characters. His works include: She Was Dierent The Tricks Series Christmas Wishes Series and the Collection o Poetry Series. About the reader:I love reading so much! My avorite authors are Richelle Mead Lois Duncan R.L. Stine J.K. Rowling Laurell K. Hamilton and a bunch more! Go to my read section and you'll ind out! :);Australia;Oceania;9
542;G.R.F. Ferrari;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Australia;Oceania;9
543;Graeme Nicholson;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;United States;North America;11
544;Josef Pieper;male;https://images.gr-assets.com/authors/1229434823p7/123569.jpg;The author o THE CHINATOWN DEATH CLOUD PERIL and his latest JACK LONDON IN PARADISE.;United States;North America;11
545;Richard Gotshalk;unknown;https://images.gr-assets.com/authors/1287354565p7/1176694.jpg;Michael Van Rooy was born in Kamloops BC and grew up in Winnipeg. Michael writes or documentaries magazines and newspapers. In his diverse career he worked as a teacher a newspaper editor a bartender a cheesemaker and a casino dealer and a restaurant manager and reelance writer. Series:* =;Germany;Europe;2
546;Phaedrus;male;https://s.gr-assets.com/assets/nophoto/user/m_333x500-a9c67bed07ee7e10983a5d5ccc572516.png;;South Africa;Africa;1
547;Michael J.B. Allen;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Japan;Asia;5
548;Gorgias of Leontini;female;https://images.gr-assets.com/authors/1402699251p7/8119768.jpg;Michelle Modesto is an associate editor at Gold Man Review a west coast literary journal. She is also a ormer tattoo artist and works as a dog groomer and rescuer. She loves hockey mudding and redneck things. She lives in Northern Caliornia with her two kids and a couple o bed-hogging bull mastis ;Japan;Asia;5
549;Scott Consigny;male;https://images.gr-assets.com/authors/1338147238p7/123839.jpg;;France;Europe;8
550;Bruce McComiskey;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Brazil;South America;4
551;George Kimball Plochmann;male;https://images.gr-assets.com/authors/1511568850p7/23320.jpg;Charles Allen (born 1940) is a British writer and historian. He was born in India where several generations o his amily served under the British Raj. His work ocuses on India and South Asia in general. Allen's most notable work is Kipling Sahib a biography o Rudyard Kipling. His most recent work Ashoka: the Search or India's Lost Emperor was published in February 2012.Selected works1975. Plain Tales rom the Raj: Images o British India in the Twentieth Century.1977. RAJ: A Scrapbook o British India 1877-1947.1979. Tales rom the Dark Continent: Images o British Colonial Arica in the Twentieth Century.1982. A Mountain in Tibet: The Search or Mount Kailas and the Sources o the Great Rivers o India.1983. Tales rom the South China Seas: Images o the British in South-East Asia in the Twentieth Century.1984. Lives o the Indian Princes with co-author Sharada Dwivedi.1987. Kipling's Kingdom: His Best Indian Stories.1986. A Glimpse o the Burning Plain: Leaves rom the Journals o Charlotte Canning.1988. A Soldier o the Company: Lie o an Indian Ensign 1833-43.1989. Architecture o the British Empire Ed. R. Fermor-Hesketh.1990. The Savage Wars o Peace: Soldiers' Voices 1945-1989.1991. Thunder and Lightning: the RAF in the Gul War.1999. The Search or Shangri-La: a Journey into Tibetan History.2000. India Through the Lens: Photography 1840-1911 Ed. Vidya Dehejia.2000. Soldier Sahibs: the Men who Made the North-West Frontier.2002. The Buddha and the Sahibs: the Men who Discovered India's Lost Religion.2004. Duel in the Snows: the True Story o the Younghusband Mission to Lhasa.2005. Maharajas:Resonance rom the Past.2006. God's Terrorists: the Wahhabi Cult and the Hidden Roots o Modern Jihad.2007. Kipling Sahib: India and the Making o Rudyard Kipling.2008. The Buddha and Dr Fuhrer: an Archaeological Scandal.2011. The Taj at Apollo Bunder: the History o the Taj Mahal Palace Mumbai' with co-author Sharada Dwivedi.2012. Ashoka: the Search or India's Lost Emperor.;Spain;Europe;7
552;Herodotus;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Australia;Oceania;9
553;Homer;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Australia;Oceania;9
554;Stanley P. Baldwin;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;India;Asia;3
555;Mark Hertsgaard;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Australia;Oceania;9
